PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Fox, K; Rallapalli, KL; Komor, AC				Fox, Keolu; Rallapalli, Kartik Lakshmi; Komor, Alexis C.			Rewriting Human History and Empowering Indigenous Communities with Genome Editing Tools	GENES																		Komor, Alexis/0000-0001-5043-0998; Fox, Keolu/0000-0003-4215-5273; Rallapalli, Kartik Lakshmi/0000-0001-7402-1187														2073-4425				JAN	2020	11	1							88	10.3390/genes11010088	http://dx.doi.org/10.3390/genes11010088								31940934					WOS:000514898000051
J	Chi, HM; Beerli, P				Chi, Hongmei; Beerli, Peter			Quasi-Monte Carlo method in population genetics parameter estimation	MATHEMATICS AND COMPUTERS IN SIMULATION																	Beerli, Peter/A-3638-2009	Beerli, Peter/0000-0003-0947-5451													0378-4754	1872-7166				SEP	2014	103						33	38		10.1016/j.matcom.2014.02.005	http://dx.doi.org/10.1016/j.matcom.2014.02.005													WOS:000337771600003
J	Lachance, J				Lachance, Joseph			MOLECULAR POPULATION GENETICS.	QUARTERLY REVIEW OF BIOLOGY																															0033-5770	1539-7718				SEP 1	2020	95	3					269	270																WOS:000565797100036
J	Chotibut, T; Nelson, DR				Chotibut, Thiparat; Nelson, David R.			Population Genetics with Fluctuating Population Sizes	JOURNAL OF STATISTICAL PHYSICS																	Chotibut, Thiparat/GSD-3973-2022; chotibut, thiparat/AAG-9699-2020	chotibut, thiparat/0000-0002-8936-1413													0022-4715	1572-9613				MAY	2017	167	3-4			SI		777	791		10.1007/s10955-017-1741-y	http://dx.doi.org/10.1007/s10955-017-1741-y													WOS:000400233600023
B			Xu, J					Microbial Population Genetics	MICROBIAL POPULATION GENETICS																																	978-1-904455-59-2				2010							1	213																WOS:000277617100014
C	Huta, A		Kovacova, M		Huta, Anton			ON APPLICATIONS OF THE MATHEMATICS TO POPULATION GENETICS	APLIMAT 2005 - 4TH INTERNATIONAL CONFERENCE, PT I					4th International Conference on Aplimat	FEB 01-04, 2005	Bratislava, SLOVAKIA	Slovak Univ Technol, Fac Mech Engn, Dept Math																									978-80-969264-1-1				2005							291	296																WOS:000273992100027
C	CAMBONTHOMSEN, A		LEVYMARCHAL, C; CZERNICHOW, P		CAMBONTHOMSEN, A			HLA POPULATION-GENETICS	EPIDEMIOLOGY AND ETIOLOGY OF INSULIN-DEPENDENT DIABETES IN THE YOUNG	PEDIATRIC AND ADOLESCENT ENDOCRINOLOGY				1ST INTERNATIONAL SYMP ON EPIDEMIOLOGY AND ETIOLOGY OF IDDM ( INSULIN DEPENDENT DIABETES MELLITUS ) IN THE YOUNG	MAY 12-16, 1991	PARIS, FRANCE	INSERM, AIDE JEUNES DIABET, MINIST RECH & TECHNOL FRANCE, AMES INT, BECTON DICKINSON, HOECHST, ELI LILLY, NOVO NORDISK, ORGANON, SANDOZ																									3-8055-5521-0				1992	21						130	157																WOS:A1992BV65E00017
J	SCHWIDETZKY, I				SCHWIDETZKY, I			PALEO-POPULATION GENETICS	JOURNAL OF HUMAN EVOLUTION																															0047-2484						1979	8	7					661	667		10.1016/0047-2484(79)90066-6	http://dx.doi.org/10.1016/0047-2484(79)90066-6													WOS:A1979HZ45000001
J	Crilly, T				Crilly, Tony			Mathematical population genetics	MATHEMATICAL GAZETTE																															0025-5572	2056-6328				NOV	2005	89	516					571	572		10.1017/S0025557200178891	http://dx.doi.org/10.1017/S0025557200178891													WOS:000216514700074
J	SPUHLER, JN				SPUHLER, JN			HUMAN POPULATION GENETICS	SCIENCE																															0036-8075						1966	153	3736					660	&		10.1126/science.153.3736.660	http://dx.doi.org/10.1126/science.153.3736.660								17757241					WOS:A19668057500030
J	O'rourke, DH				O'rourke, Dennis H.			HUMAN POPULATION GENETICS	AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY																															0002-9483	1096-8644				NOV	2013	152	3					432	432		10.1002/ajpa.22374	http://dx.doi.org/10.1002/ajpa.22374													WOS:000325980400017
B	Maxted, N; Hunter, D; Rios, RO	Maxted, N; Hunter, D; Rios, RO			Maxted, Nigel; Hunter, Danny; Rios, Rodomiro Ortiz	Maxted, N; Hunter, D; Rios, RO		Plant Population Genetics	PLANT GENETIC CONSERVATION																		Ortiz, Rodomiro/0000-0002-1739-7206															978-0-521-00130-4; 978-0-521-80656-5				2020							102	113				10.1017/9781139024297												WOS:000615995700006
J	Lachance, J				Lachance, Joseph			MOLECULAR POPULATION GENETICS	PEDIATRIC PULMONOLOGY																															8755-6863	1099-0496												269	270		10.1086/710425	http://dx.doi.org/10.1086/710425		SEP 2020											WOS:000565799400036
J	Axton, M				Axton, M			Ancient population genetics	NATURE GENETICS																															1061-4036	1546-1718				JAN	2005	37	1					17	17																WOS:000225997500013
J	Koroliouk, D; Koroliuk, VS				Koroliouk, D.; Koroliuk, V. S.			EQUILIBRIUM IN WRIGHT-FISHER MODELS OF POPULATION GENETICS	CYBERNETICS AND SYSTEMS ANALYSIS																	Koroliouk, Dmitri/B-7266-2018	Koroliouk, Dmitri/0000-0003-2765-3450													1060-0396	1573-8337				MAR	2019	55	2					253	258		10.1007/s10559-019-00129-4	http://dx.doi.org/10.1007/s10559-019-00129-4													WOS:000463805800009
J	Siegel, PB; Dunnington, EA				Siegel, PB; Dunnington, EA			Genetic selection strategies - Population genetics	POULTRY SCIENCE																															0032-5791					AUG	1997	76	8					1062	1065		10.1093/ps/76.8.1062	http://dx.doi.org/10.1093/ps/76.8.1062								9251129					WOS:A1997XM61400002
J	MartonLefevre, J				MartonLefevre, J			Unesco and population genetics	NATURE																															0028-0836					JAN 4	1996	379	6560					11	11		10.1038/379011b0	http://dx.doi.org/10.1038/379011b0													WOS:A1996TN21600016
J	[Anonymous]				[Anonymous]			RESEARCH ON POPULATION GENETICS	LANCET																															0140-6736						1958	1	MAR22					631	631																WOS:A1958WA98900018
J	CHARLESWORTH, B				CHARLESWORTH, B			POPULATION-GENETICS OF ANISOGAMY	JOURNAL OF THEORETICAL BIOLOGY																															0022-5193	1095-8541					1978	73	2					347	357		10.1016/0022-5193(78)90195-9	http://dx.doi.org/10.1016/0022-5193(78)90195-9								682646					WOS:A1978FM63100009
J	HARPENDING, HC				HARPENDING, HC			POPULATION-GENETICS OF INTERACTIONS	AMERICAN NATURALIST																															0003-0147	1537-5323					1979	113	4					622	630		10.1086/283421	http://dx.doi.org/10.1086/283421													WOS:A1979GR81500015
S	Bloomfield, V	Bloomfield, V			Bloomfield, Victor	Bloomfield, V		Probability and Population Genetics	COMPUTER SIMULATION AND DATA ANALYSIS IN MOLECULAR BIOLOGY AND BIOPHYSICS: AN INTRODUCTION USING R	Biological and Medical Physics Biomedical Engineering																														1618-7210		978-1-4419-0083-8				2009							207	232		10.1007/978-1-4419-0083-8_11	http://dx.doi.org/10.1007/978-1-4419-0083-8_11	10.1007/978-1-4419-0083-8												WOS:000270726400012
J	Macer, D; Fleming, J; Keyeux, G; Knoppers, BM				Macer, D; Fleming, J; Keyeux, G; Knoppers, BM			Unesco and population genetics	NATURE																		Macer, Darryl/0000-0001-9335-4235													0028-0836					JAN 4	1996	379	6560					11	11		10.1038/379011a0	http://dx.doi.org/10.1038/379011a0								8538730					WOS:A1996TN21600015
J	GOVINDARAJU, DR				GOVINDARAJU, DR			POPULATION-GENETICS - FOUNDING-FATHERS	SCIENCE																															0036-8075					SEP 25	1992	257	5078					1848	1848		10.1126/science.257.5078.1848-a	http://dx.doi.org/10.1126/science.257.5078.1848-a													WOS:A1992JP59400006
J	MUKAI, T				MUKAI, T			POPULATION-GENETICS OF TRANSPOSON	JAPANESE JOURNAL OF GENETICS																															0021-504X						1984	59	6					686	687																WOS:A1984AAV5400244
J	Tang, L				Tang, Lin			Standardizing population genetics simulations	NATURE METHODS																															1548-7091	1548-7105				SEP	2020	17	9					876	876		10.1038/s41592-020-0951-4	http://dx.doi.org/10.1038/s41592-020-0951-4								32873980					WOS:000565629000009
J	IRSIGLER, FJ				IRSIGLER, FJ			CAVALLI-SFORZAS POPULATION-GENETICS	MANKIND QUARTERLY																															0025-2344						1976	16	4					302	304																WOS:A1976BT32500006
J	Molloy, S				Molloy, Sheilagh			Population genetics: Reactive resistance	NATURE REVIEWS GENETICS																															1471-0056					APR	2010	11	4					240	240		10.1038/nrg2769	http://dx.doi.org/10.1038/nrg2769								21488228					WOS:000275714800013
J	GYENIS, G				GYENIS, G			POPULATION GENETICS - EWENS,WJ	ANTHROPOLOGIAI KOZLEMENYEK-ANTHROPOLOGICAL COMMUNICATIONS																															0003-5440						1971	15	2					147	147																WOS:A1971M465200012
J	Goymer, P				Goymer, P			Population genetics - Associated risk	NATURE REVIEWS CANCER																															1474-175X					JUN	2006	6	6					422	423		10.1038/nrc1923	http://dx.doi.org/10.1038/nrc1923													WOS:000237806700008
C	HEDRICK, PW; KLITZ, W; ROBINSON, WP; KUHNER, MK; THOMSON, G		SELANDER, RK; CLARK, AG; WHITTAM, TS		HEDRICK, PW; KLITZ, W; ROBINSON, WP; KUHNER, MK; THOMSON, G			POPULATION-GENETICS OF HLA	EVOLUTION AT THE MOLECULAR LEVEL					SYMP ON EVOLUTION AT THE MOLECULAR LEVEL	JUN, 1989	PENN STATE UNIV, UNIVERSITY PARK, PA	SOC STUDY EVOLUT, AMER SOC NATURALISTS	PENN STATE UNIV								Robinson, Wendy P/I-9590-2014; Robinson, Wendy/AAB-6420-2020	Robinson, Wendy P/0000-0002-2010-6174; Robinson, Wendy/0000-0002-2010-6174															0-87893-819-2				1991							248	271																WOS:A1991BS49M00012
J	CONTERIO, F				CONTERIO, F			POPULATION-GENETICS AND DEMOGRAPHY	GENUS																															0016-6987						1979	35	3-4					23	39																WOS:A1979KU32100004
B	Ghazoul, J	Ghazoul, J			Ghazoul, Jaboury	Ghazoul, J		Reproduction and Population Genetics	DIPTEROCARP BIOLOGY, ECOLOGY, AND CONSERVATION																	Ghazoul, Jaboury/B-2121-2018																978-0-19-963965-6				2016							89	126				10.1093/acprof:oso/9780199639656.001.0001												WOS:000402175800005
C			PFANNENSTIEL, HD					POPULATION-GENETICS - SHORT COMMUNICATION	PROCEEDINGS OF THE 83RD MEETING OF THE GERMAN ZOOLOGICAL SOCIETY	VERHANDLUNGEN DER DEUTSCHEN ZOOLOGISCHEN GESELLSCHAFT				83RD MEETING OF THE GERMAN ZOOLOGICAL SOC, ON THE OCCASION OF THE CELBRATION OF THE 100TH ANNIVERSARY OF THE GERMAN ZOOLOGICAL SOC	JUN 04-09, 1990	FRANKFURT MAIN, FED REP GER	GERMAN ZOOL SOC																									3-437-30653-7				1990							607	612																WOS:A1990BS70J00035
J	EWENS, WJ				EWENS, WJ			THEORETICAL POPULATION-GENETICS STUDIES	TRENDS IN BIOCHEMICAL SCIENCES																															0968-0004						1976	1	11					N247	N247		10.1016/0968-0004(76)90061-X	http://dx.doi.org/10.1016/0968-0004(76)90061-X													WOS:A1976CK44900005
J	ENNOS, RA				ENNOS, RA			POPULATION-GENETICS OF BRYOPHYTES	TRENDS IN ECOLOGY & EVOLUTION																															0169-5347					FEB	1990	5	2					38	39		10.1016/0169-5347(90)90044-E	http://dx.doi.org/10.1016/0169-5347(90)90044-E													WOS:A1990CL16200002
J	THURMON, TF; JESSUP, DJ				THURMON, TF; JESSUP, DJ			POPULATION GENETICS IN LOUISIANA	AMERICAN JOURNAL OF HUMAN GENETICS																															0002-9297						1975	27	6					A89	A89																WOS:A1975AX92400251
J	CONNEALLY, PM; MERRITT, AD; YU, PL				CONNEALLY, PM; MERRITT, AD; YU, PL			CYSTIC-FIBROSIS - POPULATION GENETICS	TEXAS REPORTS ON BIOLOGY AND MEDICINE																															0040-4675						1973	31	4					639	650											4595586					WOS:A1973S364400004
J	[Anonymous]				[Anonymous]			ITALIAN POPULATION-GENETICS - ITALIAN	POPULATION																															0032-4663						1965	20	2					309	309																WOS:A1965CLD7900026
J	Reveille, JD				Reveille, J. D.			Population genetics and spondyloarthritis	CLINICAL AND EXPERIMENTAL RHEUMATOLOGY																															0392-856X					JUL-AUG	2008	26	4					714	714																WOS:000259275600041
J	Cazes, MH				Cazes, MH			Principles of population genetics	POPULATION																															0032-4663					NOV-DEC	1999	54	6					1042	1044		10.2307/1534724	http://dx.doi.org/10.2307/1534724													WOS:000085329600011
J	NEEL, JV				NEEL, JV			HUMAN POPULATION GENETICS, 1961	ACTA GENETICAE MEDICAE ET GEMELLOLOGIAE																															0001-5660						1962	11	3					263	&		10.1017/S1120962300017996	http://dx.doi.org/10.1017/S1120962300017996								13937882					WOS:A19621485A00012
J	JACQUARD, A				JACQUARD, A			DEMOGRAPHY AND POPULATION GENETICS	DEMOGRAFIA																															0011-8249						1971	14	1-2					76	92																WOS:A1971Y025500008
J	FREIREMAIA, N				FREIREMAIA, N			POPULATION GENETICS AND DEMOGRAPHY	HUMAN HEREDITY																															0001-5652	1423-0062					1974	24	2					105	113		10.1159/000152644	http://dx.doi.org/10.1159/000152644								4421722					WOS:A1974U158400001
J	Cole, R; Viney, M				Cole, Rebecca; Viney, Mark			The population genetics of parasitic nematodes of wild animals	PARASITES & VECTORS																															1756-3305					NOV 13	2018	11								590	10.1186/s13071-018-3137-5	http://dx.doi.org/10.1186/s13071-018-3137-5								30424774					WOS:000450179400001
J	KRAMM, KR				KRAMM, KR			DEMONSTRATION OF POPULATION-GENETICS	AMERICAN BIOLOGY TEACHER																															0002-7685						1977	39	9					558	559		10.2307/4446093	http://dx.doi.org/10.2307/4446093													WOS:A1977ED28100016
B	Rabadan, R; Blumberg, AJ	Rabadan, R; Blumberg, AJ			Rabadan, Raul; Blumberg, Andrew J.	Rabadan, R; Blumberg, AJ		Introduction to Population Genetics	TOPOLOGICAL DATA ANALYSIS FOR GENOMICS AND EVOLUTION: TOPOLOGY IN BIOLOGY																																	978-1-107-15954-9				2020							447	453				10.1017/9781316671665												WOS:000646927200014
J	Ye, QS; Tang, JP; Wang, C; Jiang, KL				Ye, QS; Tang, JP; Wang, C; Jiang, KL			Population genetics for six STR loci in the population from southern China	JOURNAL OF FORENSIC SCIENCES																															0022-1198	1556-4029				MAY	2005	50	3					730	731											15932125					WOS:000228818800049
J	Xing, JP; Zhu, BF; Cui, XF; Sun, JH; Fang, JB; Qiu, SD				Xing, Junping; Zhu, Bofeng; Cui, Xianfeng; Sun, Jianhua; Fang, Junbang; Qiu, Shudong			Population genetics of five Y-chromosomal short tandem repeat haplotypes in the Chinese Han population	JOURNAL OF FORENSIC SCIENCES																															0022-1198					NOV	2006	51	6					1429	1430		10.1111/j.1556-4029.2006.00290.x	http://dx.doi.org/10.1111/j.1556-4029.2006.00290.x								17199638					WOS:000242833300032
J	Kim, KS; Stolz, U; Miller, NJ; Waits, ER; Guillemaud, T; Sumerford, DV; Sappington, TW				Kim, Kyung Seok; Stolz, Uwe; Miller, Nicholas J.; Waits, Eric R.; Guillemaud, Thomas; Sumerford, Douglas V.; Sappington, Thomas W.			A core set of microsatellite markers for western corn rootworm (Coleoptera : Chrysomelidae) population genetics studies	ENVIRONMENTAL ENTOMOLOGY																	guillemaud, thomas/B-4899-2012; Miller, Nicholas/I-4119-2012	guillemaud, thomas/0000-0003-0451-1644; Miller, Nicholas/0000-0001-9827-8286; Sappington, Thomas/0000-0002-4083-4101													0046-225X	1938-2936				APR	2008	37	2					293	300		10.1603/0046-225X(2008)37[293:ACSOMM]2.0.CO;2	http://dx.doi.org/10.1603/0046-225X(2008)37[293:ACSOMM]2.0.CO;2								18419899					WOS:000258342400002
J	Ewens, WJ				Ewens, Warren J.			Sam Karlin and the stochastic theory of evolutionary population genetics	THEORETICAL POPULATION BIOLOGY																															0040-5809	1096-0325				JUN	2009	75	4			SI		236	238		10.1016/j.tpb.2009.01.001	http://dx.doi.org/10.1016/j.tpb.2009.01.001								19496243					WOS:000266833500004
J	THOMA, A				THOMA, A			POPULATION GENETICS - GERMAN - SPERLICH,D	ANTHROPOLOGIE																															0003-5521	1873-5827					1974	78	3					612	613																WOS:A1974V052700015
J	SHIGA, T				SHIGA, T			DIFFUSION-PROCESSES IN POPULATION-GENETICS	JOURNAL OF MATHEMATICS OF KYOTO UNIVERSITY																															0023-608X						1981	21	1					133	151		10.1215/kjm/1250522109	http://dx.doi.org/10.1215/kjm/1250522109													WOS:A1981ME83200007
J	LOGSDON, DF				LOGSDON, DF			BASIC POPULATION-GENETICS - WALLACE,B	AMERICAN BIOLOGY TEACHER																															0002-7685						1983	45	8					434	435																WOS:A1983RW87100012
J	OHTA, T				OHTA, T			POPULATION-GENETICS OF MULTIGENE FAMILIES	ADVANCES IN BIOPHYSICS																															0065-227X						1982	15						173	199		10.1016/0065-227X(82)90008-9	http://dx.doi.org/10.1016/0065-227X(82)90008-9								7048866					WOS:A1982RF34500006
J	KNUSSMANN, R				KNUSSMANN, R			POPULATION GENETICS - GERMAN - SPERLICH,D	HOMO																															0018-442X						1974	25	3					196	196																WOS:A1974AH82900019
J	LEROY, HL				LEROY, HL			ON TEACHING OF POPULATION GENETICS	BIOMETRICS																															0006-341X						1964	20	2					389	&																WOS:A19647270A00037
J	TRANKELL, A				TRANKELL, A			PENETRANCE CALCULUS IN POPULATION GENETICS	AMERICAN JOURNAL OF HUMAN GENETICS																															0002-9297						1956	8	1					44	48											13302198					WOS:A1956WF06800005
J	KLUCKHOHN, C; GRIFFITH, C				KLUCKHOHN, C; GRIFFITH, C			POPULATION GENETICS AND SOCIAL ANTHROPOLOGY	COLD SPRING HARBOR SYMPOSIA ON QUANTITATIVE BIOLOGY																															0091-7451						1950	15						401	408		10.1101/SQB.1950.015.01.038	http://dx.doi.org/10.1101/SQB.1950.015.01.038								14942698					WOS:A1950UC66000036
C	NARAIN, P		Majumder, PP		NARAIN, P			POPULATION-GENETICS OF QUANTITATIVE CHARACTERS	HUMAN POPULATION GENETICS: A CENTENNIAL TRIBUTE TO JBS HALDANE					International Conference on Human Genetics	DEC 15-19, 1992	CALCUTTA, INDIA	INDIAN STAT INST																									0-306-44572-7				1993							31	47																WOS:A1993BZ43L00003
J	CROW, JF				CROW, JF			PERSPECTIVES IN BEHAVIORAL POPULATION-GENETICS	ARCHIVES OF NEUROLOGY																															0003-9942						1980	37	11					733	733																WOS:A1980KR81900021
J	RANDAM, G; STRAUCH, H				RANDAM, G; STRAUCH, H			POPULATION GENETICS OF ADENOSINE DEAMINASE	HUMANGENETIK																																					1971	12	2					173	&		10.1007/BF00291475	http://dx.doi.org/10.1007/BF00291475								5568734					WOS:A1971J771700013
J	Campbell, N				Campbell, N			Population genetics - Good dog	NATURE REVIEWS GENETICS																															1471-0056	1471-0064				JAN	2003	4	1					3	3		10.1038/nrg987	http://dx.doi.org/10.1038/nrg987													WOS:000180171200001
J	Viney, ME				Viney, ME			Nematode population genetics	JOURNAL OF HELMINTHOLOGY					Spring Meeting of the British-Society-for-Parasites	APR, 1998	EXETER, ENGLAND	British Soc Parasites																							0022-149X	1475-2697				DEC	1998	72	4					281	283		10.1017/S0022149X00016606	http://dx.doi.org/10.1017/S0022149X00016606								9858621					WOS:000077881300002
J	CLEGG, MT				CLEGG, MT			RECENT DEVELOPMENTS IN POPULATION-GENETICS	HEREDITAS																															0018-0661						1987	106	1					2	2																WOS:A1987G981900006
J	KIMURA, M				KIMURA, M			MATHEMATICAL CONTRIBUTIONS TO POPULATION GENETICS	GENETICS																															0016-6731	1943-2631					1975	79			S			91	100											1150092					WOS:A1975AJ11700010
J	[Anonymous]				[Anonymous]			RESEARCH ON HUMAN POPULATION GENETICS	CURRENT ANTHROPOLOGY																															0011-3204						1970	11	2					225	&																WOS:A1970G873500025
